SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,SEX_CODE_CD,RACE_CODE_CD,WEAPON_I,DRUG_I,AGE_GROUP,AGE_TO,STOP_ORDER_NO,PAROLEE_I,LATEST_DATE,LATEST_DIST,MAJORITY_DIST,DLST,LATEST_DIST_RES,WEAPONS_ARR_CNT,LATEST_WEAPON_ARR_DATE,NARCOTICS_ARR_CNT,LATEST_NARCOTIC_ARR_DATE,IDOC_RES_CITY,IDOC_RES_STATE_CODE,IDOC_RES_ZIP_CODE,IDOC_CPD_DIST,CPD_ARREST_I,DOMESTIC_ARR_CNT,LATEST_DOMESTIC_ARR_DATE,AGE_CURR,SSL_LAST_PTV_DATE,TRAP_STATUS,RAW_SSL_SCORE,HEAT_SCORE,RAW_HEAT_SCORE,STATUS_I,PRE_RAW_HEAT_SCORE,TRAP_FLAGS,SSL_FLAGS,LATITUDE,LONGITUDE,CENSUS_TRACT,COMMUNITY_AREA,LOCATION,Community Areas,Zip Codes,Boundaries - ZIP Codes,Census Tracts,Wards
500,less than 20,0,0,0,1,10,2.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,6,2016,CHICAGO,IL,60608,,Y,,,20-30,,,0.12958,500,0.12958,Y,12958,,,41.88414362,-87.74788851,17031251800,AUSTIN,"(41.884144, -87.747889)",26,22216,32,696,23
500,less than 20,0,0,6,1,0,2.5,1,M,BLK,Y,N,less than 20,less than 20,,,2016,6,6,,6,1,2013,,,,,,,Y,,,less than 20,,,0.12669,500,0.12669,Y,12669,,,41.73950164,-87.65830015,17031711100,AUBURN GRESHAM,"(41.739502, -87.6583)",70,21554,59,531,13
500,less than 20,0,0,0,1,17,1.7,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,10,2016,,,,,Y,,,less than 20,,,0.1325,500,0.1325,Y,13250,,,41.87659229,-87.75981156,17031252102,AUSTIN,"(41.876592, -87.759812)",26,22216,32,68,7
500,less than 20,0,0,3,1,0,2.6,0,M,BLK,N,N,less than 20,less than 20,,,2016,7,7,,31,,,,,,,,,Y,,,less than 20,,,0.12746,500,0.12746,Y,12746,,,41.77229889,-87.65673612,17031834900,WEST ENGLEWOOD,"(41.772299, -87.656736)",65,22257,23,21,31
500,less than 20,4,4,0,1,2,-1.5,0,M,BLK,Y,Y,less than 20,less than 20,,Y,2014,3,3,,3,1,2012,2,2013,CHICAGO,IL,60649,,Y,1,2012,less than 20,2014,4,0.13196,500,0.13196,Y,13196,,3,41.76075001,-87.57129826,17031430800,SOUTH SHORE,"(41.76075, -87.571298)",39,22538,24,418,37
500,less than 20,2,1,3,1,1,0.8,0,M,BLK,N,N,less than 20,less than 20,,,2016,10,10,,10,,,,,,,,,Y,,,less than 20,2016,3,0.12764,500,0.12764,Y,12764,,,41.85666651,-87.71573052,17031292200,NORTH LAWNDALE,"(41.856667, -87.715731)",30,21569,57,800,14
500,less than 20,0,0,3,1,9,1.4,2,M,BLK,Y,Y,less than 20,less than 20,,,2016,15,15,,15,2,2013,3,2015,,,,,Y,,,less than 20,,,0.13123,500,0.13123,Y,13123,,,41.87669587,-87.75210512,17031252201,AUSTIN,"(41.876696, -87.752105)",26,22216,32,184,23
500,less than 20,2,2,4,1,0,0.8,1,M,BLK,Y,N,less than 20,less than 20,,,2016,6,3,,6,1,2015,,,,,,,Y,,,less than 20,2016,,0.14572,500,0.14572,Y,14572,,,41.74372105,-87.61954269,17031440300,CHATHAM,"(41.743721, -87.619543)",40,21546,61,406,32
500,less than 20,1,1,0,1,10,-2.4,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,4,2016,,,,,Y,,,less than 20,2016,,0.13072,500,0.13072,Y,13072,,,41.89140651,-87.75180372,17031251600,AUSTIN,"(41.891407, -87.751804)",26,22216,32,694,45
500,less than 20,0,0,0,0,8,0.6,0,M,BLK,N,Y,less than 20,less than 20,,,2015,15,15,,15,,,3,2015,,,,,Y,,,less than 20,,,0.13937,500,0.13937,Y,13937,,,41.87669587,-87.75210512,17031252201,AUSTIN,"(41.876696, -87.752105)",26,22216,32,184,23
500,less than 20,0,0,3,1,1,-1.4,2,M,BLK,Y,N,less than 20,less than 20,,,2015,3,3,,3,2,2014,,,,,,,Y,,,less than 20,2012,,0.13745,500,0.13745,Y,13745,,3,41.77669145,-87.61069325,17031420700,WOODLAWN,"(41.776691, -87.610693)",9,22260,60,332,4
500,less than 20,0,0,6,1,2,-1.5,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,6,6,,3,1,2013,2,2016,,,,,Y,,,less than 20,,,0.13286,500,0.13286,Y,13286,,,41.75484549,-87.61016852,17031691400,GREATER GRAND CROSSING,"(41.754845, -87.610169)",67,21546,61,496,32
500,less than 20,1,2,6,0,0,0,0,M,BLK,N,N,less than 20,less than 20,,,2016,5,5,,5,,,,,,,,,Y,,,less than 20,2015,,0.12925,500,0.12925,Y,12925,,,41.65021975,-87.59979234,17031540101,RIVERDALE,"(41.65022, -87.599792)",51,4460,47,10,43
500,less than 20,0,0,2,1,14,-2.9,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,3,2014,,,,,Y,,,less than 20,,,0.14339,500,0.14339,Y,14339,,15,41.87675844,-87.74458324,17031252202,AUSTIN,"(41.876758, -87.744583)",26,22216,32,69,23
500,less than 20,1,0,1,1,19,3.6,0,M,BLK,N,Y,less than 20,less than 20,,Y,2016,15,15,IL,15,,,5,2016,CHICAGO,IL,60644,,Y,,,20-30,2016,,0.15112,500,0.15112,Y,15112,,,41.88414362,-87.74788851,17031251800,AUSTIN,"(41.884144, -87.747889)",26,22216,32,696,23
500,less than 20,1,1,4,1,0,1.9,0,M,BLK,N,N,less than 20,less than 20,,,2016,20,7,,8,,,,,,,,,Y,,,less than 20,2014,,0.12708,500,0.12708,Y,12708,,,41.98023538,-87.65160535,17031030706,EDGEWATER,"(41.980235, -87.651605)",76,22616,15,93,16
500,less than 20,2,2,2,1,0,-0.1,2,M,BLK,Y,N,less than 20,less than 20,,,2015,9,9,,7,2,2015,,,,,,,Y,,,less than 20,2013,,0.1297,500,0.1297,Y,12970,,9,41.82742782,-87.63252151,17031340600,ARMOUR SQUARE,"(41.827428, -87.632522)",35,14924,37,296,9
500,less than 20,1,2,1,1,12,1.4,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,15,,15,,,5,2015,,,,,Y,,,less than 20,2014,,0.13003,500,0.13003,Y,13003,,15,41.88437076,-87.72333018,17031260100,WEST GARFIELD PARK,"(41.884371, -87.72333)",27,21572,30,658,23
500,less than 20,2,2,2,1,4,0.7,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,11,,,4,2016,,,,,Y,,,less than 20,2016,,0.12908,500,0.12908,Y,12908,,,41.87666393,-87.73772817,17031260500,WEST GARFIELD PARK,"(41.876664, -87.737728)",27,21572,30,716,23
500,20-30,3,3,1,1,2,-0.3,1,M,BLK,Y,Y,20-30,20-30,,,2015,7,7,,7,2,2015,5,2013,CHICAGO,IL,60608,,Y,,,20-30,2014,3,0.12989,500,0.12989,Y,12989,,,41.76119832,-87.67112813,17031672000,WEST ENGLEWOOD,"(41.761198, -87.671128)",65,22257,23,433,31
500,less than 20,0,0,6,1,2,-1.8,0,M,BLK,N,N,less than 20,less than 20,,,2016,3,3,,3,,,,,,,,,Y,1,2016,less than 20,,,0.12961,500,0.12961,Y,12961,,,41.77695046,-87.59630295,17031834400,WOODLAWN,"(41.77695, -87.596303)",9,22260,60,27,4
500,less than 20,1,0,6,1,2,-0.5,3,M,BLK,Y,Y,less than 20,less than 20,,,2016,6,6,,5,3,2015,1,2016,,,,,Y,,,less than 20,2013,,0.14064,500,0.14064,Y,14064,,6,41.73964366,-87.64858107,17031711000,AUBURN GRESHAM,"(41.739644, -87.648581)",70,21554,59,530,13
500,less than 20,1,3,3,1,2,0.4,0,M,WWH,N,N,less than 20,less than 20,,,2015,8,8,,8,,,,,,,,,Y,,,less than 20,2016,,0.14312,500,0.14312,Y,14312,,8,41.78996524,-87.69857245,17031630800,GAGE PARK,"(41.789965, -87.698572)",61,21867,58,764,2
500,20-30,3,5,2,1,0,0.4,1,M,BLK,Y,Y,20-30,20-30,,,2016,22,22,IL,22,2,2014,2,2012,,,,,Y,1,2014,20-30,2014,3,0.13391,500,0.13391,Y,13391,22,22,41.68877649,-87.63743828,17031491200,ROSELAND,"(41.688776, -87.637438)",45,21861,19,486,22
500,20-30,1,1,0,1,18,3.3,0,M,BLK,N,Y,20-30,20-30,,,2016,15,15,IL,12,,,9,2015,CHICAGO,IL,60608,,Y,1,2016,20-30,2016,,0.1291,500,0.1291,Y,12910,,,41.87669587,-87.75210512,17031252201,AUSTIN,"(41.876696, -87.752105)",26,22216,32,184,23
500,20-30,2,2,3,1,2,-1,1,M,BLK,Y,Y,20-30,20-30,,,2016,3,2,,3,1,2015,1,2013,,,,,Y,,,20-30,2016,3,0.12726,500,0.12726,Y,12726,,,41.76985324,-87.57395302,17031430101,SOUTH SHORE,"(41.769853, -87.573953)",39,22538,24,152,33
500,less than 20,1,1,5,0,0,0.1,0,M,BLK,N,N,less than 20,less than 20,,,2015,22,22,,5,,,,,,,,,Y,,,less than 20,2016,,0.12878,500,0.12878,Y,12878,,,41.68877649,-87.63743828,17031491200,ROSELAND,"(41.688776, -87.637438)",45,21861,19,486,22
500,less than 20,1,1,5,1,1,0.3,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,4,4,,4,1,2015,1,2013,,,,,Y,1,2014,less than 20,2014,,0.12705,500,0.12705,Y,12705,,4,41.74583511,-87.59178805,17031834300,AVALON PARK,"(41.745835, -87.591788)",41,21546,61,133,35
500,less than 20,1,1,8,1,0,-0.7,3,M,BLK,Y,Y,less than 20,less than 20,,,2016,5,5,,5,2,2014,1,2011,,,,,Y,1,2014,less than 20,2016,,0.13552,500,0.13552,Y,13552,,,41.6888969,-87.62780359,17031491300,ROSELAND,"(41.688897, -87.627804)",45,21861,19,660,22
500,20-30,0,0,4,1,0,-1.6,2,M,BLK,Y,Y,20-30,20-30,,,2015,11,15,IL,11,2,2015,2,2010,,,,,Y,,,20-30,,,0.12696,500,0.12696,Y,12696,,,41.8679361,-87.72274886,17031843000,NORTH LAWNDALE,"(41.867936, -87.722749)",30,21572,30,98,14
500,less than 20,1,2,3,1,5,1.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,11,,,2,2016,,,,,Y,,,less than 20,2016,,0.12819,500,0.12819,Y,12819,,,41.87730403,-87.70845279,17031271300,EAST GARFIELD PARK,"(41.877304, -87.708453)",28,21572,30,765,23
500,less than 20,1,1,0,1,24,3.9,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,31,,,6,2016,,,,,Y,2,2016,less than 20,2016,,0.13361,500,0.13361,Y,13361,,15,41.87659229,-87.75981156,17031252102,AUSTIN,"(41.876592, -87.759812)",26,22216,32,68,7
500,less than 20,2,2,1,1,4,0.8,1,M,WBH,Y,N,less than 20,less than 20,,,2016,19,19,,19,1,2014,,,,,,,Y,,,less than 20,2016,,0.14534,500,0.14534,Y,14534,,19,41.96544662,-87.66319544,17031031700,UPTOWN,"(41.965447, -87.663195)",31,22616,15,611,39
500,less than 20,0,1,2,1,1,0,2,M,BLK,Y,Y,less than 20,less than 20,,,2016,22,22,,22,2,2016,1,2014,,,,,Y,,,less than 20,,,0.12825,500,0.12825,Y,12825,,,41.7274694,-87.66456672,17031730300,WASHINGTON HEIGHTS,"(41.727469, -87.664567)",72,21554,59,632,13
500,less than 20,2,2,3,1,4,0,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,3,10,,12,1,2016,3,2015,,,,,Y,,,less than 20,2016,,0.13046,500,0.13046,Y,13046,,,41.76214245,-87.6103447,17031690900,GREATER GRAND CROSSING,"(41.762142, -87.610345)",67,21546,61,515,32
500,less than 20,0,0,4,1,3,0.7,0,M,BLK,N,N,less than 20,less than 20,,,2016,4,4,,4,,,,,,,,,Y,,,less than 20,,,0.1299,500,0.1299,Y,12990,,4,41.75353017,-87.56018712,17031431301,SOUTH SHORE,"(41.75353, -87.560187)",39,22538,24,246,37
500,less than 20,2,2,1,1,0,-0.3,0,M,BLK,N,N,less than 20,less than 20,,,2015,4,4,,6,,,,,,,,,Y,,,less than 20,2016,,0.12834,500,0.12834,Y,12834,,,41.74583511,-87.59178805,17031834300,AVALON PARK,"(41.745835, -87.591788)",41,21546,61,133,35
500,less than 20,0,0,6,1,0,-2.6,0,M,BLK,N,N,less than 20,less than 20,,,2015,12,6,,7,,,,,,,,,Y,,,less than 20,,,0.13078,500,0.13078,Y,13078,,,41.87041569,-87.67507937,17031838200,NEAR WEST SIDE,"(41.870416, -87.675079)",29,21184,28,5,46
500,less than 20,1,1,4,1,1,-1.9,1,M,BLK,N,Y,less than 20,less than 20,,,2016,6,8,IL,6,,,1,2013,,,,,Y,4,2016,less than 20,2012,,0.1355,500,0.1355,Y,13550,,8,41.7471101,-87.65688393,17031710700,AUBURN GRESHAM,"(41.74711, -87.656884)",70,21554,59,575,13
500,less than 20,1,3,2,1,5,1.6,0,M,WWH,N,Y,less than 20,less than 20,,,2016,12,12,,10,,,1,2016,,,,,Y,,,less than 20,2015,,0.13398,500,0.13398,Y,13398,,12,41.85593372,-87.66857375,17031310800,LOWER WEST SIDE,"(41.855934, -87.668574)",33,14920,43,343,26
500,less than 20,0,1,3,1,2,0.1,1,M,WWH,Y,N,less than 20,less than 20,,,2016,9,8,,8,1,2014,,,,,,,Y,,,less than 20,,,0.13556,500,0.13556,Y,13556,,8,41.81739795,-87.69203145,17031580600,BRIGHTON PARK,"(41.817398, -87.692031)",55,22248,56,641,3
500,less than 20,1,5,2,1,0,-0.9,1,M,WWH,N,N,less than 20,less than 20,,,2016,9,9,IL,9,,,,,,,,,Y,,,20-30,2012,,0.13233,500,0.13233,Y,13233,,9,41.80753375,-87.69830432,17031842800,BRIGHTON PARK,"(41.807534, -87.698304)",55,22248,56,85,8
500,less than 20,1,1,1,0,4,-0.7,0,M,BLK,N,Y,less than 20,less than 20,,,2015,3,22,,5,,,1,2015,,,,,Y,,,less than 20,2015,,0.12897,500,0.12897,Y,12897,,,41.76925871,-87.62020842,17031690400,GREATER GRAND CROSSING,"(41.769259, -87.620208)",67,22260,60,514,32
500,less than 20,1,1,4,1,1,-0.3,2,M,BLK,Y,Y,less than 20,less than 20,,,2016,5,5,,5,1,2015,1,2014,,,,,Y,2,2014,less than 20,2013,,0.13404,500,0.13404,Y,13404,,5,41.68156117,-87.6323954,17031530200,WEST PULLMAN,"(41.681561, -87.632395)",50,21861,19,255,22
500,less than 20,1,1,1,1,19,6.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,11,,,5,2016,,,,,Y,,,less than 20,2016,,0.13143,500,0.13143,Y,13143,,,41.87675844,-87.74458324,17031252202,AUSTIN,"(41.876758, -87.744583)",26,22216,32,69,23
500,less than 20,1,2,4,1,0,0.9,0,M,BLK,N,N,less than 20,less than 20,,,2016,3,3,,31,,,,,,,,,Y,,,less than 20,2015,,0.13363,500,0.13363,Y,13363,,3,41.78340848,-87.57739379,17031420100,WOODLAWN,"(41.783408, -87.577394)",9,22260,60,469,33
500,less than 20,2,2,1,1,16,-0.7,0,M,BLK,N,Y,less than 20,less than 20,,Y,2016,11,11,,11,,,8,2016,CHICAGO,IL,60624,,Y,,,20-30,2016,4,0.12672,500,0.12672,Y,12672,,11,41.88504484,-87.71386248,17031836800,EAST GARFIELD PARK,"(41.885045, -87.713862)",28,21572,30,176,23
500,less than 20,0,0,5,1,0,2.9,1,M,BLK,Y,N,less than 20,less than 20,,,2016,8,8,,7,1,2016,,,,,,,Y,,,less than 20,,,0.13447,500,0.13447,Y,13447,,,41.76810406,-87.6979987,17031660900,CHICAGO LAWN,"(41.768104, -87.697999)",64,21867,58,383,31
500,less than 20,2,2,3,1,3,-1.4,0,M,BLK,N,Y,less than 20,less than 20,,,2016,8,8,,8,,,3,2016,,,,,Y,1,2015,less than 20,2014,,0.13992,500,0.13992,Y,13992,,8,41.77728716,-87.69334058,17031660600,CHICAGO LAWN,"(41.777287, -87.693341)",64,21867,58,319,31
500,less than 20,1,3,1,1,2,-0.7,0,M,WWH,N,Y,less than 20,less than 20,,,2016,8,8,,8,,,1,2016,,,,,Y,,,less than 20,2015,,0.13421,500,0.13421,Y,13421,,8,41.78996524,-87.69857245,17031630800,GAGE PARK,"(41.789965, -87.698572)",61,21867,58,764,2
500,less than 20,2,2,2,1,6,1,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,31,,,5,2015,,,,,Y,,,less than 20,2015,,0.13167,500,0.13167,Y,13167,,11,41.87149641,-87.69848966,17031271800,EAST GARFIELD PARK,"(41.871496, -87.69849)",28,21184,28,714,23
500,less than 20,1,2,2,1,4,1,0,M,WWH,N,N,less than 20,less than 20,,,2016,10,10,IL,10,,,,,,,,,Y,1,2016,less than 20,2016,,0.12694,500,0.12694,Y,12694,,10,41.83880617,-87.7195244,17031301702,SOUTH LAWNDALE,"(41.838806, -87.719524)",32,21569,57,234,28
500,less than 20,1,1,2,1,9,2.7,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,7,2016,,,,,Y,,,less than 20,2016,,0.12716,500,0.12716,Y,12716,,,41.87659229,-87.75981156,17031252102,AUSTIN,"(41.876592, -87.759812)",26,22216,32,68,7
500,20-30,2,2,0,1,2,-1,0,M,BLK,N,Y,20-30,20-30,,,2015,2,2,,2,,,1,2010,,,,,Y,,,20-30,2016,,0.13168,500,0.13168,Y,13168,,,41.79104147,-87.62317915,17031400500,WASHINGTON PARK,"(41.791041, -87.623179)",7,22260,60,403,4
500,less than 20,1,1,3,1,5,1.8,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,11,11,,10,1,2016,4,2015,,,,,Y,,,less than 20,2016,,0.12742,500,0.12742,Y,12742,,,41.86782327,-87.70082362,17031838600,NORTH LAWNDALE,"(41.867823, -87.700824)",30,21184,28,35,23
500,less than 20,0,0,5,1,1,0.8,1,M,WWH,Y,N,less than 20,less than 20,,,2016,8,8,,8,1,2016,,,,,,,Y,,,less than 20,,,0.13562,500,0.13562,Y,13562,,,41.78981146,-87.7083655,17031630900,GAGE PARK,"(41.789811, -87.708365)",61,21867,58,801,8
500,less than 20,0,0,6,1,0,2.5,2,M,BLK,Y,N,less than 20,less than 20,,,2016,19,19,,19,2,2016,,,,,,,Y,,,less than 20,,,0.13975,500,0.13975,Y,13975,,,41.96097955,-87.65916649,17031830700,UPTOWN,"(41.96098, -87.659166)",31,21186,53,241,39
500,20-30,2,2,0,1,14,2.2,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,IL,10,,,6,2015,,,,,Y,,,less than 20,2016,,0.12971,500,0.12971,Y,12971,,11,41.87161905,-87.70555241,17031837300,EAST GARFIELD PARK,"(41.871619, -87.705552)",28,21184,28,36,14
500,less than 20,2,3,6,1,1,-0.3,1,M,BLK,Y,Y,less than 20,less than 20,,,2015,3,7,,7,2,2015,1,2015,,,,,Y,1,2015,less than 20,2015,,0.15133,500,0.15133,Y,15133,,7,41.76431388,-87.58126995,17031430500,SOUTH SHORE,"(41.764314, -87.58127)",39,22538,24,452,37
500,less than 20,0,0,7,1,1,-2.5,1,M,BLK,Y,N,less than 20,less than 20,,,2016,4,4,,31,1,2013,,,,,,,Y,,,less than 20,,,0.12802,500,0.12802,Y,12802,,,41.74583511,-87.59178805,17031834300,AVALON PARK,"(41.745835, -87.591788)",41,21546,61,133,35
500,less than 20,1,2,2,1,7,0.2,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,11,11,,25,1,2014,4,2015,,,,,Y,6,2015,less than 20,2016,3,0.12686,500,0.12686,Y,12686,,,41.87708482,-87.72309639,17031260800,WEST GARFIELD PARK,"(41.877085, -87.723096)",27,21572,30,736,23
500,less than 20,0,3,2,1,0,1.4,0,M,BLK,N,N,less than 20,less than 20,,,2015,4,4,,8,,,,,,,,,Y,,,less than 20,2015,,0.13473,500,0.13473,Y,13473,,4,41.73563266,-87.55951425,17031460600,SOUTH CHICAGO,"(41.735633, -87.559514)",42,21202,25,508,37
500,less than 20,1,0,0,1,13,-4.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,15,,15,,,4,2016,,,,,Y,,,less than 20,2015,,0.1309,500,0.1309,Y,13090,,15,41.86782327,-87.70082362,17031838600,NORTH LAWNDALE,"(41.867823, -87.700824)",30,21184,28,35,23
500,less than 20,2,2,4,1,0,-0.4,0,M,BLK,N,N,less than 20,less than 20,,,2016,8,8,,8,,,,,,,,,Y,,,less than 20,2016,,0.1341,500,0.1341,Y,13410,,,41.76810406,-87.6979987,17031660900,CHICAGO LAWN,"(41.768104, -87.697999)",64,21867,58,383,31
500,less than 20,0,0,1,1,18,-4.5,0,M,BLK,N,Y,less than 20,less than 20,,,2015,11,15,,11,,,9,2015,,,,,Y,,,less than 20,,,0.14829,500,0.14829,Y,14829,,15,41.87724293,-87.71333137,17031271400,EAST GARFIELD PARK,"(41.877243, -87.713331)",28,21572,30,783,23
500,less than 20,0,1,3,1,7,4.5,2,M,BLK,Y,Y,less than 20,less than 20,,,2016,3,3,IL,4,1,2016,4,2015,,,,,Y,,,less than 20,,,0.13078,500,0.13078,Y,13078,,,41.76985324,-87.57395302,17031430101,SOUTH SHORE,"(41.769853, -87.573953)",39,22538,24,152,33
500,less than 20,1,2,6,1,0,-0.4,1,M,BLK,Y,N,less than 20,less than 20,,,2014,5,22,,5,1,2014,,,,,,,Y,,,less than 20,2013,3,0.12782,500,0.12782,Y,12782,,,41.68931506,-87.60536971,17031500300,PULLMAN,"(41.689315, -87.60537)",47,21861,19,601,43
500,less than 20,2,2,3,1,1,0.1,1,M,BLK,N,Y,less than 20,less than 20,,,2016,6,6,,6,,,1,2015,,,,,Y,1,2016,less than 20,2016,,0.12888,500,0.12888,Y,12888,,6,41.7326718,-87.61913728,17031440600,CHATHAM,"(41.732672, -87.619137)",40,21546,61,428,43
500,less than 20,0,0,5,1,0,-1.1,3,M,BLK,Y,N,less than 20,less than 20,,,2016,3,3,,4,3,2015,,,,,,,Y,,,less than 20,,,0.12701,500,0.12701,Y,12701,,,41.76219787,-87.59031162,17031430400,SOUTH SHORE,"(41.762198, -87.590312)",39,21546,61,451,35
500,less than 20,0,1,12,1,0,0.4,1,M,WHI,N,N,less than 20,less than 20,,,2014,8,9,,8,,,,,,,,,Y,,,20-30,,,0.12995,500,0.12995,Y,12995,,9,41.78222212,-87.73022519,17031650200,WEST LAWN,"(41.782222, -87.730225)",63,21867,58,292,15
500,20-30,4,3,0,1,0,-1.1,0,M,WHI,Y,Y,20-30,20-30,,Y,2014,9,9,,9,1,2011,1,2011,CHICAGO,IL,60632,,Y,,,20-30,2016,4,0.13768,500,0.13768,Y,13768,,,41.80499399,-87.66244137,17031611200,NEW CITY,"(41.804994, -87.662441)",59,14924,37,677,4
500,less than 20,2,3,3,1,0,-1.1,0,M,BLK,N,N,20-30,20-30,,Y,2016,6,6,IL,6,,,,,CHICAGO,IL,60608,,Y,,,20-30,2016,,0.1387,500,0.1387,Y,13870,,6,41.75505282,-87.60026659,17031691500,GREATER GRAND CROSSING,"(41.755053, -87.600267)",67,21546,61,497,35
500,less than 20,3,3,0,1,5,0.3,0,M,BLK,N,Y,less than 20,less than 20,,,2016,10,11,,11,,,4,2015,,,,,Y,,,less than 20,2015,,0.13386,500,0.13386,Y,13386,,11,41.86313863,-87.67293709,17031842900,NEAR WEST SIDE,"(41.863139, -87.672937)",29,14920,43,96,23
500,less than 20,2,2,4,1,1,-0.5,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,7,7,,9,1,2012,1,2016,,,,,Y,,,less than 20,2014,,0.13175,500,0.13175,Y,13175,,7,41.7739016,-87.67134933,17031671300,WEST ENGLEWOOD,"(41.773902, -87.671349)",65,22257,23,281,3
500,less than 20,3,4,2,1,3,-1.1,1,M,WWH,Y,Y,less than 20,less than 20,,,2016,12,12,IL,10,1,2012,1,2016,,,,,Y,1,2011,less than 20,2016,,0.14037,500,0.14037,Y,14037,,12,41.85631007,-87.64420907,17031310200,LOWER WEST SIDE,"(41.85631, -87.644209)",33,21194,40,249,48
500,less than 20,0,0,2,1,13,-2.8,2,M,BLK,Y,Y,less than 20,less than 20,,,2016,11,15,,15,2,2016,5,2016,,,,,Y,,,less than 20,,,0.14256,500,0.14256,Y,14256,,,41.87666393,-87.73772817,17031260500,WEST GARFIELD PARK,"(41.876664, -87.737728)",27,21572,30,716,23
500,less than 20,1,1,3,1,0,0,3,M,BLK,Y,N,less than 20,less than 20,,,2015,3,3,,3,3,2015,,,,,,,Y,,,less than 20,2014,,0.13118,500,0.13118,Y,13118,,3,41.75838549,-87.56278598,17031431302,SOUTH SHORE,"(41.758385, -87.562786)",39,22538,24,245,37
500,less than 20,1,3,5,1,0,-0.8,3,M,BLK,Y,N,less than 20,less than 20,,,2016,22,22,,22,2,2016,,,,,,,Y,,,less than 20,2014,,0.15848,500,0.15848,Y,15848,,22,41.72643004,-87.64854251,17031730202,WASHINGTON HEIGHTS,"(41.72643, -87.648543)",72,21554,59,151,13
500,20-30,0,10,1,0,0,0.3,1,F,BLK,N,N,20-30,20-30,,,2015,7,7,,7,,,,,,,,,Y,,,20-30,,,0.14731,500,0.14731,Y,14731,,7,41.77229889,-87.65673612,17031834900,WEST ENGLEWOOD,"(41.772299, -87.656736)",65,22257,23,21,31
500,less than 20,0,0,2,1,10,-1,2,M,BLK,Y,Y,less than 20,less than 20,,,2016,15,15,,25,2,2016,5,2016,,,,,Y,,,less than 20,,,0.14202,500,0.14202,Y,14202,,,41.87675844,-87.74458324,17031252202,AUSTIN,"(41.876758, -87.744583)",26,22216,32,69,23
500,less than 20,1,1,0,1,13,-3.9,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,15,,11,,,5,2015,,,,,Y,,,less than 20,2016,,0.12934,500,0.12934,Y,12934,,,41.87675844,-87.74458324,17031252202,AUSTIN,"(41.876758, -87.744583)",26,22216,32,69,23
500,20-30,0,1,2,1,4,-1.3,2,M,BLK,Y,Y,20-30,20-30,,,2016,20,19,,16,2,2016,7,2013,CHICAGO,IL,60608,,Y,,,20-30,,,0.12997,500,0.12997,Y,12997,,,41.97270924,-87.65734102,17031031200,UPTOWN,"(41.972709, -87.657341)",31,22616,15,634,16
500,less than 20,1,1,6,1,1,-1.4,1,M,BLK,Y,N,less than 20,less than 20,,,2016,22,3,IL,5,1,2016,,,,,,,Y,,,less than 20,2012,,0.13444,500,0.13444,Y,13444,,6,41.71426558,-87.63813775,17031730500,WASHINGTON HEIGHTS,"(41.714266, -87.638138)",72,21861,19,593,22
500,less than 20,0,0,7,1,3,-1.3,0,M,BLK,N,Y,less than 20,less than 20,,,2015,10,10,,10,,,1,2013,,,,,Y,,,less than 20,,,0.12674,500,0.12674,Y,12674,,10,41.853339,-87.71439257,17031841400,NORTH LAWNDALE,"(41.853339, -87.714393)",30,21569,57,157,14
